wareh,capacity,QMK,CHI,CHILOC,GP,GS,BS,RND
2.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,0.0
2.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,0.0
2.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,0.0
3.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,0.0
3.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,0.0
3.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,0.0
4.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,0.0
4.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,0.0
4.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,0.0
2.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,0.0
2.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,0.0
2.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,0.0
3.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,0.0
3.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,0.0
3.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,0.0
4.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,0.0
4.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,0.0
4.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,0.0
2.0,60.0,60.0,60.0,60.0,60.0,60.0,60.0,0.0
2.0,60.0,60.0,60.0,60.0,60.0,60.0,60.0,0.0
2.0,60.0,60.0,60.0,60.0,60.0,60.0,60.0,0.0
3.0,60.0,60.0,60.0,60.0,60.0,60.0,60.0,0.0
3.0,60.0,60.0,60.0,60.0,60.0,60.0,60.0,0.0
3.0,60.0,60.0,60.0,60.0,60.0,60.0,60.0,0.0
4.0,60.0,60.0,60.0,60.0,60.0,60.0,60.0,0.0
4.0,60.0,60.0,60.0,60.0,60.0,60.0,60.0,0.0
4.0,60.0,60.0,60.0,60.0,60.0,60.0,60.0,0.0
2.0,120.0,120.0,120.0,120.0,120.0,120.0,120.0,0.0
2.0,120.0,120.0,120.0,120.0,120.0,120.0,120.0,0.0
2.0,120.0,120.0,120.0,120.0,120.0,120.0,120.0,0.0
3.0,120.0,120.0,120.0,120.0,120.0,120.0,120.0,0.0
3.0,120.0,120.0,120.0,120.0,120.0,120.0,120.0,0.0
3.0,120.0,120.0,120.0,120.0,120.0,120.0,120.0,0.0
4.0,120.0,120.0,120.0,120.0,120.0,120.0,120.0,0.0
4.0,120.0,120.0,120.0,120.0,120.0,120.0,120.0,0.0
4.0,120.0,120.0,120.0,120.0,120.0,120.0,120.0,0.0
